customerID;gender;tenure;MultipleLines;MonthlyCharges;StreamingTV;DeviceProtection;Contract;Churn
8049-WJCLQ;Male;10;No;60.2;Yes;Yes;Month-to-month;No
6586-PSJOX;Male;15;No;55.2;No;Yes;One year;No
2460-FPSYH;Female;40;No phone service;55.8;Yes;No;Month-to-month;Yes
9705-ZJBCG;Female;13;No;54.15;No;No;One year;No
4818-DRBQT;Male;29;Yes;80.15;No;No;Month-to-month;Yes
1320-HTRDR;Female;3;Yes;75.5;No;No;Month-to-month;Yes
6847-KJLTS;Female;58;Yes;100.4;Yes;No;Month-to-month;No
9670-BPNXF;Female;45;No;62.55;No;No;One year;No
3913-FCUUW;Female;72;Yes;70.45;No;Yes;Two year;No
3301-VKTGC;Male;68;Yes;85.5;No;No;One year;No
1493-AMTIE;Male;1;No;20.2;No internet service;No internet service;Month-to-month;Yes
9555-SAHUZ;Female;38;No;54.5;No;No;Month-to-month;No
0816-TSPHQ;Male;2;No;20.75;No internet service;No internet service;Month-to-month;No
9932-WBWIK;Male;11;No;20.35;No internet service;No internet service;Month-to-month;No
4619-EVPHY;Female;20;No;91;Yes;No;One year;No
5286-YHCVC;Male;72;Yes;104.8;Yes;Yes;Two year;No
6424-ELEYH;Female;3;Yes;74.75;No;No;Month-to-month;Yes
4391-RESHN;Male;23;Yes;104.05;Yes;Yes;Month-to-month;Yes
9115-YQHGA;Male;40;No;51.1;No;No;Month-to-month;No
4462-CYWMH;Male;62;Yes;89.8;No;No;Month-to-month;No
8963-MQVYN;Female;22;No;20.55;No internet service;No internet service;Month-to-month;No
2458-EOMRE;Female;11;No;64.05;No;Yes;Month-to-month;No
9334-GWGOW;Male;7;Yes;74.85;No;No;Month-to-month;No
6821-BUXUX;Female;13;Yes;96.65;Yes;No;Month-to-month;Yes
5028-HTLJB;Male;1;No;20.05;No internet service;No internet service;Month-to-month;Yes
9801-GDWGV;Female;39;Yes;103.45;Yes;Yes;Month-to-month;Yes
6542-LWGXJ;Male;3;No phone service;25;No;No;Month-to-month;No
5567-GZKQY;Male;58;No;20.3;No internet service;No internet service;Two year;No
1222-LRYKO;Male;6;Yes;26.35;No internet service;No internet service;Month-to-month;No
2320-JRSDE;Female;1;No;19.9;No internet service;No internet service;Month-to-month;Yes
2087-QAREY;Female;22;No;54.7;No;Yes;Month-to-month;No
0601-WZHJF;Male;14;No phone service;46.35;Yes;No;Month-to-month;Yes
4423-JWZJN;Male;64;Yes;90.25;No;Yes;One year;No
5143-WMWOG;Male;1;No;19.95;No internet service;No internet service;Month-to-month;Yes
6490-FGZAT;Male;6;No;20.65;No internet service;No internet service;Month-to-month;No
5393-RXQSZ;Male;1;No;79.6;No;No;Month-to-month;Yes
7452-FOLON;Male;39;Yes;25.45;No internet service;No internet service;One year;No
2320-TZRRH;Female;20;No;19.5;No internet service;No internet service;One year;No
0231-LXVAP;Male;1;No;75.9;No;No;Month-to-month;Yes
9444-JTXHZ;Male;1;No;76.2;No;Yes;Month-to-month;Yes
4942-VZZOM;Male;64;Yes;66.15;Yes;No;One year;No
5510-BOIUJ;Male;1;No;19.25;No internet service;No internet service;Month-to-month;Yes
7502-BNYGS;Female;46;No;69.1;Yes;No;Month-to-month;No
4291-HYEBC;Female;28;No phone service;39.1;No;No;One year;No
6147-CBCRA;Female;33;No;20.05;No internet service;No internet service;Month-to-month;No
6047-SUHPR;Male;39;No;59.8;No;Yes;One year;No
4471-KXAUH;Female;42;Yes;84.3;No;Yes;Month-to-month;Yes
9752-ZNQUT;Female;1;No;48.6;No;No;Month-to-month;Yes
7638-QVMVY;Female;7;No;79;Yes;No;Month-to-month;Yes
1576-PFZIW;Male;70;No;105.35;Yes;Yes;Two year;No
5666-MBJPT;Male;65;Yes;25.1;No internet service;No internet service;Two year;No
7312-XSBAT;Male;1;No;49.75;No;No;Month-to-month;Yes
3096-GKWEB;Male;18;Yes;94.75;Yes;No;Month-to-month;No
2371-JQHZZ;Male;24;Yes;93;Yes;No;Month-to-month;No
0674-GCDXG;Male;63;Yes;71.9;No;Yes;Two year;No
1121-QSIVB;Female;44;Yes;77.55;Yes;No;One year;No
4396-KLSEH;Male;4;No;19.85;No internet service;No internet service;Month-to-month;No
3244-DCJWY;Female;1;No;70.25;No;No;Month-to-month;Yes
2824-MYYBN;Female;37;Yes;95.25;Yes;No;Month-to-month;No
0875-CABNR;Female;10;No;84.6;No;Yes;Month-to-month;Yes
6345-HOVES;Male;34;No phone service;25.05;No;No;Month-to-month;No
8318-LCNBW;Male;35;No phone service;53.15;Yes;Yes;One year;No
6469-QJKZW;Female;4;No;20.15;No internet service;No internet service;Month-to-month;No
0147-ESWWR;Female;39;Yes;101.25;Yes;No;Month-to-month;No
1217-VASWC;Male;43;No;100.55;Yes;Yes;One year;No
7812-FZHPE;Female;17;Yes;24.1;No internet service;No internet service;Month-to-month;No
6370-ZVHDV;Female;61;Yes;25.3;No internet service;No internet service;Two year;No
5915-DGNVC;Female;49;Yes;71.8;No;Yes;One year;No
6260-XLACS;Male;4;No;19.7;No internet service;No internet service;One year;No
3566-CAAYU;Female;64;No phone service;49.85;No;Yes;Two year;No
4983-CCWMC;Male;3;No;69.6;No;No;Month-to-month;Yes
9103-CXVOK;Male;1;No;19.75;No internet service;No internet service;Month-to-month;No
2896-TBNBE;Male;40;No;80.8;No;Yes;One year;No
4797-AXPXK;Female;1;No;60;No;No;Month-to-month;Yes
5229-PRWKT;Male;8;Yes;86.55;No;No;Month-to-month;Yes
6982-UQZLY;Female;1;No;20.85;No internet service;No internet service;Month-to-month;Yes
2522-WLNSF;Female;34;No;64.2;Yes;Yes;One year;No
3841-CONLJ;Female;1;No phone service;35;No;No;Month-to-month;No
5057-LCOUI;Female;39;No phone service;50.75;Yes;Yes;Month-to-month;Yes
0193-ESZXP;Female;58;No;105.5;Yes;No;One year;No
4475-NVTLU;Male;45;No;19.2;No internet service;No internet service;Two year;No
4369-HTUIF;Male;6;No;85.15;Yes;No;Month-to-month;Yes
9386-LDCZR;Male;43;No;90.65;No;Yes;One year;No
9585-KKMFD;Male;41;No;20;No internet service;No internet service;Two year;No
5399-ZIMKF;Male;5;No;74.65;No;No;Month-to-month;Yes
0336-KXKFK;Male;72;No phone service;61.2;Yes;Yes;Two year;No
5619-XZZKR;Male;4;No;19.95;No internet service;No internet service;One year;No
3948-FVVRP;Male;9;No;54.8;No;No;Month-to-month;No
5327-XOKKY;Male;72;Yes;73.45;Yes;Yes;Two year;No
0983-TATYJ;Female;33;No;51.45;No;No;One year;No
1813-JYWTO;Female;72;Yes;80.45;No;No;Two year;No
0156-FVPTA;Male;22;No;54.2;No;No;Month-to-month;No
1984-FCOWB;Female;70;Yes;109.5;Yes;Yes;One year;No
0654-HMSHN;Male;21;Yes;104.4;Yes;Yes;Month-to-month;Yes
6719-OXYBR;Male;15;No;85.3;Yes;Yes;Month-to-month;No
3312-ZWLGF;Male;29;Yes;79.3;No;No;Month-to-month;No
6476-YHMGA;Female;15;No;76.5;Yes;Yes;Month-to-month;No
5287-QWLKY;Male;71;Yes;105.1;Yes;No;Month-to-month;No
0795-XCCTE;Male;72;Yes;25.4;No internet service;No internet service;Two year;No
0168-XZKBB;Female;19;Yes;86.85;Yes;No;Month-to-month;No
3785-NRHYR;Male;1;No;19.65;No internet service;No internet service;Month-to-month;No
5196-SGOAK;Female;1;No;75.7;No;No;Month-to-month;Yes
4537-DKTAL;Female;2;No;45.55;No;No;Month-to-month;Yes
7072-MBHEV;Female;11;Yes;78.1;No;Yes;Month-to-month;No
5602-BVFMK;Female;12;No;19.3;No internet service;No internet service;One year;No
6297-NOOPG;Female;70;Yes;110.5;Yes;Yes;Two year;No
1891-UAWWU;Female;20;Yes;90.8;Yes;Yes;Month-to-month;Yes
8204-TIFGJ;Female;23;No;20.3;No internet service;No internet service;Month-to-month;No
8050-DVOJX;Male;49;Yes;81.35;No;Yes;Two year;No
6108-OQZDQ;Female;4;Yes;97.95;Yes;No;Month-to-month;Yes
0363-QJVFX;Male;32;Yes;108.15;Yes;No;Month-to-month;Yes
8903-XEBGX;Male;2;No;55.3;No;No;Month-to-month;Yes
8169-SAEJD;Male;69;No phone service;56.55;Yes;No;Two year;No
9840-DVNDC;Male;6;No;80.5;Yes;No;Month-to-month;Yes
1089-XZWHH;Female;24;No;19.7;No internet service;No internet service;Two year;No
2325-WINES;Female;32;Yes;104.05;Yes;Yes;One year;No
6064-ZATLR;Female;27;No;52.85;No;No;Two year;No
3096-JRDSO;Female;27;Yes;104.3;Yes;No;Month-to-month;Yes
7824-PANSQ;Male;58;Yes;80.65;No;No;Month-to-month;No
8042-JVNFH;Male;1;No;71.35;No;No;Month-to-month;Yes
9648-BCHKM;Female;18;Yes;24.65;No internet service;No internet service;Two year;No
2888-ADFAO;Female;47;No;21.3;No internet service;No internet service;Two year;No
8707-HOEDG;Female;70;Yes;110.2;Yes;Yes;Two year;No
3374-LXDEV;Female;13;Yes;89.4;No;Yes;Month-to-month;Yes
4072-IPYLT;Female;36;No;51.05;No;No;Month-to-month;No
7167-PCEYD;Male;67;No;19.8;No internet service;No internet service;Two year;No
4936-YPJNK;Female;10;No;19.9;No internet service;No internet service;Month-to-month;No
1580-BMCMR;Male;19;No;87.3;No;No;Month-to-month;No
4817-KEQSP;Female;71;No;19.85;No internet service;No internet service;Two year;No
6408-WHTEF;Male;72;Yes;89.4;Yes;Yes;Two year;No
9251-AWQGT;Female;48;No;20;No internet service;No internet service;Two year;No
8749-CLJXC;Male;1;No;20.05;No internet service;No internet service;Month-to-month;No
7989-VCQOH;Male;18;No;83.25;Yes;Yes;Month-to-month;No
5049-GLYVG;Male;1;No;20.6;No internet service;No internet service;Month-to-month;Yes
4199-QHJNM;Male;67;Yes;102.9;Yes;No;Two year;No
8882-TLVRW;Male;69;No phone service;39.1;No;Yes;Two year;No
5883-GTGVD;Male;19;Yes;99.95;Yes;No;Month-to-month;Yes
5135-GRQJV;Male;72;Yes;114.5;Yes;Yes;Two year;No
2384-OVPSA;Female;38;No;20.2;No internet service;No internet service;Two year;No
1371-WEPDS;Male;40;No;55.8;No;No;One year;No
3580-GICBM;Female;61;Yes;24.2;No internet service;No internet service;Two year;No
4817-QRJSX;Female;10;Yes;81;No;No;Month-to-month;Yes
9730-DRTMJ;Male;32;Yes;72.8;Yes;No;One year;No
4686-UXDML;Female;21;Yes;99.85;Yes;No;Month-to-month;No
3349-ANQNH;Female;59;Yes;99.5;Yes;Yes;One year;No
2398-YPMUR;Female;13;No;70.15;No;No;Month-to-month;No
0932-YIXYU;Female;47;No;20.25;No internet service;No internet service;Two year;No
7480-SPLEF;Male;69;Yes;26;No internet service;No internet service;Two year;No
7636-XUHWW;Male;2;No;19.9;No internet service;No internet service;Month-to-month;No
1431-CYWMH;Female;22;No;19.05;No internet service;No internet service;Month-to-month;No
5937-EORGB;Male;15;Yes;96.5;Yes;Yes;Month-to-month;No
6349-JDHQP;Female;53;No;19.85;No internet service;No internet service;Two year;No
5539-HIVAK;Female;28;Yes;25.7;No internet service;No internet service;Month-to-month;No
5847-MXBEO;Male;22;No;20.3;No internet service;No internet service;One year;No
9985-MWVIX;Female;1;No;70.15;No;No;Month-to-month;Yes
4583-PARNH;Male;16;No;91.55;No;Yes;Month-to-month;No
1116-FRYVH;Female;48;No phone service;39.4;No;No;Two year;No
1421-HCERK;Male;30;Yes;105.7;Yes;Yes;Month-to-month;No
9633-XQABV;Female;3;No;70.25;No;No;Month-to-month;Yes
0716-BQNDX;Male;57;Yes;93.75;No;No;Two year;No
1265-XTECC;Female;68;Yes;96.55;No;No;One year;No
1183-CANVH;Female;23;No;60;Yes;No;One year;No
1972-XMUWV;Female;65;No;59.8;Yes;No;Two year;No
8679-LZBMD;Male;44;No;90.65;Yes;No;One year;No
3407-JMJQQ;Female;71;Yes;109;Yes;Yes;Two year;No
6252-DFGTK;Female;37;Yes;68.1;No;Yes;One year;No
1539-LNKHM;Female;12;No;20.4;No internet service;No internet service;Month-to-month;No
8645-KOMJQ;Male;69;Yes;81.95;Yes;Yes;Two year;No
0289-IVARM;Female;35;No;60.55;No;Yes;Month-to-month;No
9761-XUJWD;Male;5;No;65.6;No;No;Month-to-month;Yes
4057-FKCZK;Male;58;Yes;82.5;Yes;No;Two year;No
4291-TPNFG;Male;72;Yes;82.3;No;Yes;Two year;No
6087-YPWHO;Male;72;Yes;68.15;No;Yes;Two year;No
3090-QFUVD;Female;1;No;20.3;No internet service;No internet service;Month-to-month;No
2237-ZFSMY;Female;39;No;95.55;Yes;Yes;One year;No
1722-LDZJS;Male;53;No;20.2;No internet service;No internet service;One year;No
1818-ESQMW;Female;27;No;89.2;No;Yes;Month-to-month;No
4871-JTKJF;Female;1;No;69.65;No;No;Month-to-month;Yes
1415-YFWLT;Female;1;No;89.3;Yes;No;Month-to-month;Yes
7401-RUBNK;Female;18;No;74.8;No;No;Month-to-month;No
0506-YLVKJ;Male;46;No;20.2;No internet service;No internet service;Two year;No
8661-BOYNW;Female;72;Yes;84.4;Yes;Yes;Two year;No
6711-VTNRE;Female;36;No;87.55;No;Yes;Month-to-month;Yes
4815-GBTCD;Female;4;No phone service;25.15;No;No;Month-to-month;No
2805-AUFQN;Female;25;No;19.8;No internet service;No internet service;Two year;No
0980-PVMRC;Female;40;No phone service;50.85;Yes;No;Month-to-month;No
7233-DRTRF;Male;63;Yes;102.4;Yes;Yes;Month-to-month;No
3500-RMZLT;Female;15;No;96.3;No;Yes;Month-to-month;Yes
3873-NFTGI;Male;14;Yes;55.5;No;No;Month-to-month;No
1162-ECVII;Male;72;Yes;109.75;Yes;Yes;Two year;No
7048-GXDAY;Male;39;Yes;106.4;Yes;No;Month-to-month;No
8571-ZCMCX;Female;47;No phone service;60;Yes;Yes;Two year;No
1169-WCVAK;Male;19;Yes;88.8;No;No;Month-to-month;No
4548-SDBKE;Female;5;Yes;85.2;Yes;No;Month-to-month;Yes
8066-POXGX;Female;13;No phone service;35.1;No;No;Month-to-month;No
7129-CAKJW;Female;17;Yes;80.05;No;Yes;Month-to-month;No
8695-ARGXZ;Male;34;Yes;75.55;No;No;Month-to-month;No
3570-YUEKJ;Female;42;No;49.55;No;No;Month-to-month;No
4143-OOBWZ;Male;5;Yes;81.3;No;No;Month-to-month;Yes
1555-HAPSU;Female;71;Yes;23.9;No internet service;No internet service;Two year;No
1697-NVVGY;Male;19;No;66.4;Yes;Yes;Month-to-month;No
7854-EKTJL;Female;2;No;19.6;No internet service;No internet service;Month-to-month;Yes
8464-EETCQ;Male;57;No;18.8;No internet service;No internet service;Two year;No
2419-FSORS;Male;72;Yes;108.4;Yes;Yes;Two year;No
8132-YPVBX;Female;6;No;85.95;No;No;Month-to-month;Yes
9102-IAYHT;Female;17;Yes;85.45;No;No;Month-to-month;Yes
6754-LZUKA;Male;61;Yes;80.9;Yes;Yes;Two year;No
3422-LYEPQ;Male;1;No;71;No;No;Month-to-month;Yes
8099-MZPUJ;Male;48;Yes;111.8;Yes;Yes;Two year;No
0787-LHDYT;Male;16;No;20.6;No internet service;No internet service;Month-to-month;No
2642-DTVCO;Male;9;Yes;85.05;No;No;Month-to-month;Yes
0374-IOEGQ;Female;3;No;44.6;No;No;Month-to-month;Yes
4361-JEIVL;Male;1;No;44.4;No;No;Month-to-month;Yes
3197-NNYNB;Male;65;Yes;105.1;Yes;Yes;Two year;No
3396-DKDEL;Female;70;Yes;115.15;Yes;Yes;Two year;No
1752-OZXFY;Male;60;No;59.8;Yes;No;One year;No
9066-QRSDU;Female;69;Yes;26.3;No internet service;No internet service;One year;No
9112-WSNPU;Female;35;No;70.55;No;No;Month-to-month;No
9867-NNXLC;Female;22;No;20.05;No internet service;No internet service;Month-to-month;No
5321-NTRKC;Male;66;Yes;79.85;Yes;Yes;Two year;No
1363-TXLSL;Male;1;No;70.3;No;No;Month-to-month;Yes
9507-EXLTT;Female;1;No;79.35;Yes;No;Month-to-month;Yes
3161-GETRM;Male;34;Yes;90.05;No;Yes;Month-to-month;No
0402-OAMEN;Female;72;Yes;24.45;No internet service;No internet service;Two year;No
6933-VLYFX;Male;31;No phone service;59.95;Yes;Yes;One year;No
6754-WKSHP;Male;30;Yes;25.35;No internet service;No internet service;One year;No
9846-GKXAS;Female;9;No;90.8;Yes;No;Month-to-month;Yes
6017-PPLPX;Male;20;No;70.45;No;No;Month-to-month;Yes
4976-LNFVV;Male;19;No phone service;34.3;No;Yes;Month-to-month;No
5055-MGMGF;Female;65;Yes;105.05;Yes;Yes;Month-to-month;No
4641-FROLU;Female;30;No;19.3;No internet service;No internet service;Two year;No
2862-JVEOY;Male;6;No;19.15;No internet service;No internet service;One year;No
2969-QWUBZ;Female;2;No phone service;51.4;Yes;No;Month-to-month;Yes
9822-BIIGN;Male;53;Yes;71.85;No;No;Month-to-month;No
2077-MPJQO;Male;7;Yes;75.4;No;No;Month-to-month;No
1534-OULXE;Female;61;No;49.7;No;No;One year;No
7136-RVDTZ;Male;70;No phone service;45.25;Yes;No;One year;No
2971-SGAFL;Female;13;Yes;78.75;Yes;Yes;Month-to-month;No
1480-IVEVR;Male;35;Yes;81.6;No;Yes;One year;No
2905-KFQUV;Female;2;No;70.4;No;No;Month-to-month;Yes
4581-SSPWD;Female;3;Yes;75.8;No;No;Month-to-month;Yes
3370-HXOPH;Female;3;Yes;76.1;No;No;Month-to-month;Yes
9391-YZEJW;Female;62;Yes;94;Yes;No;One year;No
9958-MEKUC;Male;72;Yes;103.95;No;Yes;Two year;No
0281-CNTZX;Male;63;No;19.95;No internet service;No internet service;Two year;No
6927-WTFIV;Male;20;No;71.3;No;No;Month-to-month;Yes
4118-CEVPF;Female;35;Yes;110.8;Yes;Yes;One year;No
3398-ZOUAA;Male;21;No;69.1;No;No;Month-to-month;No
9114-VEPUF;Male;62;Yes;96.1;No;No;One year;No
7876-BEUTG;Female;15;Yes;48.8;No;No;Month-to-month;No
2338-BQEZT;Female;55;No;50.55;No;No;Month-to-month;No
9873-MNDKV;Female;11;No;44.65;No;No;Month-to-month;No
0378-NHQXU;Female;17;Yes;88.25;Yes;Yes;Month-to-month;Yes
8241-JUIQO;Female;61;No;19.45;No internet service;No internet service;One year;No
2194-IIQOF;Female;71;Yes;89.3;Yes;Yes;Two year;No
4512-ZUIYL;Female;2;No;70;No;No;Month-to-month;Yes
9631-RXVJM;Male;35;No;19.25;No internet service;No internet service;Two year;No
9584-EXCDZ;Female;17;No;70.5;No;No;Month-to-month;No
7969-AULMZ;Female;21;Yes;97.35;Yes;No;Month-to-month;Yes
5093-FEGLU;Female;47;No;19.65;No internet service;No internet service;Two year;No
2621-UDNLU;Female;3;No;20.85;No internet service;No internet service;Month-to-month;No
7526-IVLYU;Male;3;No;19.65;No internet service;No internet service;Month-to-month;No
2428-HYUNX;Male;44;No;19.35;No internet service;No internet service;Two year;No
9214-EKVXR;Female;1;No;44;No;No;Month-to-month;Yes
3410-MHHUM;Female;44;Yes;94.4;No;Yes;One year;No
0568-ONFPC;Male;5;Yes;25.9;No internet service;No internet service;Month-to-month;No
0733-VUNUW;Male;24;Yes;55.65;No;No;Month-to-month;No
4550-EVXNY;Female;1;No;69.65;No;No;Month-to-month;Yes
2122-YWVYA;Female;18;No;75.4;No;No;Month-to-month;No
2968-SSGAA;Female;10;Yes;100.6;Yes;Yes;Month-to-month;Yes
2296-DKZFP;Female;65;No;71;No;Yes;Two year;No
4844-JJWUY;Female;1;No;86;No;No;Month-to-month;Yes
6777-TGHTM;Female;53;Yes;106.95;Yes;Yes;One year;No
8909-BOLNL;Male;3;No;21.2;No internet service;No internet service;One year;No
6603-YRDCJ;Male;33;No;61.05;No;No;Two year;No
3538-WZPHD;Male;3;No phone service;29.6;No;No;Month-to-month;Yes
3229-USWAR;Female;34;No;79.95;Yes;Yes;One year;No
2138-VFAPZ;Female;14;No;19.7;No internet service;No internet service;Two year;No
6131-JLWZM;Female;13;No;20.3;No internet service;No internet service;Month-to-month;No
4785-QRJHC;Male;46;No phone service;59.9;Yes;Yes;One year;No
0269-XFESX;Male;23;Yes;24.35;No internet service;No internet service;One year;No
1709-EJDOX;Female;47;No;19.75;No internet service;No internet service;Two year;No
4316-XCSLJ;Male;17;No;50.3;No;No;Month-to-month;No
8610-WFCJF;Female;49;Yes;95.6;Yes;No;Month-to-month;No
9693-XMUOB;Male;59;No phone service;50.25;Yes;No;Month-to-month;No
0383-CLDDA;Female;69;Yes;85.35;Yes;Yes;Two year;No
4905-JEFDW;Male;11;No phone service;41.6;Yes;Yes;One year;No
2709-UQGNP;Male;10;No;51.65;No;No;Month-to-month;No
3549-ZTMNH;Male;12;Yes;24;No internet service;No internet service;Two year;No
7881-INRLC;Male;45;Yes;100.85;Yes;No;Month-to-month;No
8033-ATFAS;Female;39;No;59.85;Yes;Yes;Month-to-month;No
1635-NZATJ;Male;71;Yes;25.45;No internet service;No internet service;Two year;No
0562-HKHML;Male;71;Yes;23.9;No internet service;No internet service;Two year;No
8277-RVRSV;Female;33;Yes;24.15;No internet service;No internet service;One year;No
9943-VSZUV;Male;67;Yes;75.7;No;No;Month-to-month;No
0117-LFRMW;Male;37;No phone service;40.2;No;Yes;Month-to-month;No
6172-FECYY;Male;49;Yes;84.5;Yes;No;Month-to-month;No
7054-ENNGU;Female;9;No;50.85;No;No;Month-to-month;No
1455-HFBXA;Male;52;Yes;91.6;No;Yes;Two year;No
9402-CXWPL;Female;70;Yes;98.9;Yes;No;One year;No
1628-BIZYP;Male;1;No;85;No;No;Month-to-month;Yes
1965-AKTSX;Female;14;Yes;78.95;No;No;Month-to-month;Yes
0082-LDZUE;Male;1;No;44.3;No;No;Month-to-month;Yes
4786-UKSNZ;Male;1;No;20.2;No internet service;No internet service;Month-to-month;Yes
5343-SGUBI;Female;52;Yes;80.2;No;No;One year;No
0856-NAOES;Male;6;No;60.9;Yes;Yes;Month-to-month;Yes
1976-AZZPJ;Male;7;No phone service;34.2;No;No;Month-to-month;No
7248-VZQLC;Female;47;Yes;85.2;No;Yes;Month-to-month;No
6156-UZDLF;Female;26;No;87.15;No;Yes;One year;No
3099-OONVS;Male;25;No;54.3;No;No;Month-to-month;No
9500-WBGRP;Male;69;No;19.1;No internet service;No internet service;Two year;No
5183-KLYEM;Female;72;Yes;112.75;Yes;Yes;Two year;No
5144-PQCDZ;Male;4;No;19.95;No internet service;No internet service;Month-to-month;No
8514-VZHEB;Male;59;No;19.5;No internet service;No internet service;Two year;No
6625-IUTTT;Male;67;No;65.55;No;Yes;Two year;No
9355-NPPFS;Female;26;No;78.8;No;No;Month-to-month;No
0068-FIGTF;Female;27;No;78.2;Yes;Yes;One year;No
5965-GGPRW;Male;72;Yes;105.25;Yes;Yes;Two year;No
8035-PWSEV;Female;6;No;89.25;No;Yes;Month-to-month;Yes
2236-HILPA;Male;62;No;20.65;No internet service;No internet service;Two year;No
1840-BIUOG;Male;20;Yes;68.7;Yes;No;One year;No
1356-MKYSK;Male;6;No;78.65;Yes;Yes;Month-to-month;Yes
6080-LNESI;Male;51;Yes;24.75;No internet service;No internet service;Two year;No
1830-IPXVJ;Female;61;No;19.75;No internet service;No internet service;Two year;No
5828-DWPIL;Male;62;Yes;89.1;No;Yes;Month-to-month;No
8398-TBIYD;Female;72;Yes;84.7;No;No;Two year;No
0011-IGKFF;Male;13;No;98;Yes;Yes;Month-to-month;Yes
4192-GORJT;Male;5;No;94.45;Yes;Yes;Month-to-month;Yes
6496-SLWHQ;Male;3;Yes;105;Yes;Yes;Month-to-month;Yes
9912-GVSEQ;Female;26;Yes;93.85;No;Yes;Month-to-month;Yes
2931-FSOHN;Male;13;No;59.9;Yes;No;Month-to-month;No
9418-RUKPH;Female;38;No;19.95;No internet service;No internet service;Two year;No
5383-MMTWC;Female;8;Yes;84;No;No;Month-to-month;Yes
9971-ZWPBF;Male;34;Yes;108.9;Yes;Yes;Month-to-month;No
4712-AUQZO;Male;18;No phone service;33.6;No;Yes;Month-to-month;No
9711-FJTBX;Male;56;No;85.85;No;Yes;One year;No
2908-ZTPNF;Female;36;No phone service;34.85;No;No;Month-to-month;No
7240-ETPTR;Female;9;No phone service;48.75;Yes;Yes;Month-to-month;Yes
2202-CUYXZ;Male;1;No;84.85;Yes;Yes;Month-to-month;Yes
5995-OIGLP;Male;12;No;56.65;No;No;Month-to-month;No
8421-WZOOW;Female;57;No;95.3;Yes;Yes;Month-to-month;No
6261-RCVNS;Female;42;No;73.9;No;Yes;One year;No
7951-QKZPL;Female;33;Yes;24.5;No internet service;No internet service;Two year;No
1414-YADCW;Male;70;No;84.6;No;No;Two year;No
8756-RDDLT;Female;68;No phone service;44.95;No;No;Month-to-month;No
2862-PFNIK;Male;1;No phone service;24.7;No;No;Month-to-month;No
5816-QVHRX;Female;37;Yes;100.3;Yes;No;Month-to-month;No
4430-YHXGG;Female;4;Yes;25.45;No internet service;No internet service;Month-to-month;No
6888-SBYAI;Male;1;No;50.7;No;No;Month-to-month;Yes
7395-XWZOY;Male;20;No phone service;55;Yes;Yes;Month-to-month;No
7169-YWAMK;Male;72;No;68.4;Yes;No;Two year;No
3640-PHQXK;Female;31;Yes;89.9;No;Yes;Month-to-month;Yes
6877-LGWXO;Male;18;No;78.55;No;No;Month-to-month;Yes
6859-RKMZJ;Male;11;No;55.05;Yes;No;Month-to-month;No
2729-VNVAP;Female;33;No;19.8;No internet service;No internet service;Two year;No
2957-JIRMN;Female;62;Yes;84.45;Yes;No;One year;No
2049-BAFNW;Female;1;No phone service;35.9;No;Yes;Month-to-month;No
3842-QTGDL;Male;16;No;80.75;No;No;Month-to-month;No
7163-OCEQI;Male;22;Yes;78.65;Yes;Yes;One year;No
9782-LGXMC;Female;49;No;61.75;No;Yes;Month-to-month;No
5975-BAICR;Male;36;No;63.7;No;Yes;One year;No
8019-ENHXU;Male;42;Yes;99.45;No;Yes;Month-to-month;Yes
5167-GBFRE;Male;4;No phone service;25.2;No;No;Month-to-month;Yes
9033-EOXWV;Female;12;Yes;74.05;Yes;No;One year;No
4673-KKSLS;Female;31;No;87.6;No;Yes;Month-to-month;No
4853-OITSN;Male;5;Yes;89.15;No;No;Month-to-month;Yes
9800-OUIGR;Male;66;No;20;No internet service;No internet service;Two year;No
1324-NLTJE;Female;15;Yes;55;No;No;Month-to-month;No
2324-EFHVG;Male;64;Yes;104.4;Yes;Yes;Two year;No
7094-MSZAO;Male;10;No;20.05;No internet service;No internet service;Month-to-month;No
1522-VVDMG;Male;7;No;89.75;Yes;No;Month-to-month;Yes
6907-CQGPN;Male;29;No phone service;34.3;No;No;Month-to-month;No
0780-XNZFN;Male;57;No;20.65;No internet service;No internet service;Two year;No
0239-OXEXL;Female;46;Yes;84.25;No;No;Month-to-month;No
2675-IJRGJ;Male;53;No;19.65;No internet service;No internet service;Two year;No
7049-GKVZY;Female;17;No;79.85;Yes;No;One year;No
8577-QSOCG;Female;38;No;20.2;No internet service;No internet service;Two year;No
3721-CNZHX;Male;15;No;19.8;No internet service;No internet service;One year;No
0212-ISBBF;Female;22;No phone service;50.35;Yes;No;Month-to-month;No
9185-TQCVP;Male;14;Yes;85.15;No;No;Month-to-month;Yes
3585-YNADK;Female;57;Yes;74.6;Yes;Yes;One year;No
5271-DBYSJ;Male;11;No;79.15;No;No;Month-to-month;No
1099-GODLO;Female;1;No;20.35;No internet service;No internet service;Two year;No
6828-HMKWP;Male;12;No;21.05;No internet service;No internet service;Two year;No
5567-WSELE;Male;3;Yes;94.6;Yes;No;Month-to-month;Yes
1472-TNCWL;Male;36;No;94.7;Yes;No;Month-to-month;No
8063-RJYNF;Male;16;No;94.25;Yes;No;Month-to-month;Yes
0687-ZVTHB;Male;65;Yes;72.45;No;Yes;One year;No
2080-GKCWQ;Male;2;No;74.95;No;No;Month-to-month;Yes
